return,sharpe
2.976569576681487,0.38617206676739624
0.2874216995892631,0.033414904064054306
-7.450188283319781,-1.184523116378505
-12.98720585479426,-1.547545997873463
-0.41505673605900517,-0.05422757394077785
-3.7206993710608205,-0.3933635647059733
4.244557332617882,0.4729458177053724
-15.557695300561969,-1.758139164789026
-3.292689834200946,-0.48283243236368417
2.650664651648693,0.3384849159503798
4.063734859100654,0.5397205840010791
13.582874643039865,2.585115113215994
-8.540902100812687,-1.1437501903199556
6.132598109158294,0.9549347779212698
1.9454883637949782,0.2632221663435808
-9.619729509393727,-1.1539022589116643
-19.46704709148406,-1.924260096089776
-22.428462411675763,-2.1319501290276466
2.0533276531661926,0.2854107868356263
2.1006608815506977,0.24121216414521646
-4.689728809444671,-0.5744390574321036
-6.183476957555389,-0.8297998696812604
1.9244970226068414,0.21783520649236587
0.3145314921528808,0.04022877417067378
-16.52621797844175,-1.8774489439433775
-9.46797887338776,-1.1725003693308806
6.86965954037162,1.267372742626921
-1.377706151442304,-0.18294831528044192
0.5214531851857274,0.06544256262137249
1.8520553495878334,0.2565271149854651
-5.010461605675298,-0.6198399086521118
-12.814624864225188,-1.4735514263642593
-5.396888690363911,-0.6083887206393354
0.14037506998243465,0.018212873891613527
-8.52799305550025,-1.0609257393645302
7.476653960200408,0.8970205822912639
-5.642470337008499,-0.7463300798774096
2.878324095987028,0.40020459373676115
2.7168244705134903,0.34773484044524344
-8.44271591638318,-0.960890717703164
-2.6504575536759556,-0.31187582411993814
-0.17850376827981407,-0.026000090993965698
-2.390563935720036,-0.2710775050459284
-4.200332829974796,-0.5666862151675089
-8.936857118217445,-0.9961965534209358
-0.7730798500063418,-0.1176674687138379
-9.105683159192912,-1.1945235401197287
-8.947222880812989,-1.070168592953137
-0.4730449390496605,-0.05869535252635038
-11.020462668621755,-1.3237238333060009
0.25231157142835414,0.02847701554044001
-3.917837712392691,-0.6438091231766087
5.00103312475304,0.7145850810641718
2.4050988546425067,0.2809825896960546
-12.246767138187531,-1.4135629586415528
-11.863744171413227,-1.6764867981104652
-11.708486074298785,-1.316055342926507
1.3361482020529447,0.16080067007803486
-2.711516712650952,-0.34014588913376725
-6.859998623804586,-0.7928288446432034
18.486232424680082,3.24104157939394
-1.5902989556760172,-0.2266164940691064
-5.991539339250396,-0.6570577106559748
-9.924051232075993,-1.3008850200157747
-9.436472304793309,-1.2250679400492135
7.576828101784905,1.1249870266680921
-0.5640011438589609,-0.07940140154687557
-7.960826753507034,-0.9419780573317899
-11.287978137913512,-1.3713626858748449
0.03476352858264864,0.004946924773396789
-3.2379285503762234,-0.37628991716986815
5.456352327586589,0.7660863664898425
-2.687953641473506,-0.3282558387767918
1.8776182933938568,0.2457330612872478
-22.03980083756504,-2.3221344262730788
-14.284693882357569,-1.6840767561234995
-13.619563429984428,-1.477917247570237
0.403908552232779,0.05991693914222224
-0.534450885564397,-0.062265257124665206
-6.653729826532162,-0.8318791703705828
-2.084949367321265,-0.2971640771217515
-1.8870234875488001,-0.3282795909855394
-7.153064186094271,-0.8248305464846045
-9.600491736995142,-1.0871337417142823
-16.344586515511693,-1.856909593952068
-3.9837798022431814,-0.5251093285065588
0.5115770573638878,0.05770915492001076
-10.892919823383117,-1.1641319436956958
-13.744288690705165,-1.8725081137452593
4.466959858745834,0.6594941429970479
-1.180865088970795,-0.1403269374545192
1.9664598717371584,0.2408526369379919
-5.156018088630187,-0.734888955581271
-7.319334461341298,-1.0092416105694648
-8.11771922464587,-1.1119844156820613
